
[00:00:00.000 --> 00:00:03.160]   (audience applauding)
[00:01:57.760 --> 00:02:01.860]   we'll encourage you to put questions on cards.
[00:02:01.860 --> 00:02:04.980]   Alan Roth will be going around at some point.
[00:02:04.980 --> 00:02:06.700]   He's in the back.
[00:02:06.700 --> 00:02:09.160]   So we'd love to have your questions.
[00:02:09.160 --> 00:02:12.420]   So we're gonna talk about a variety
[00:02:12.420 --> 00:02:15.260]   of financial planning topics in this session,
[00:02:15.260 --> 00:02:17.860]   including planning for retirement.
[00:02:17.860 --> 00:02:19.660]   We'll talk some about lessons
[00:02:19.660 --> 00:02:23.720]   from Christine's wonderful new book, How to Retire.
[00:02:23.720 --> 00:02:26.580]   Before we get there, Carolyn,
[00:02:26.580 --> 00:02:28.980]   I wanna ask you about something you had said
[00:02:28.980 --> 00:02:31.020]   in preparing for this panel.
[00:02:31.020 --> 00:02:32.900]   You said you would, quote,
[00:02:32.900 --> 00:02:35.300]   "Love to talk about how we need to quit
[00:02:35.300 --> 00:02:38.340]   "this unhealthy focus on retirement."
[00:02:38.340 --> 00:02:39.300]   What do you mean by that?
[00:02:39.300 --> 00:02:40.380]   - Yeah, amen to that.
[00:02:40.380 --> 00:02:43.020]   You know, retirement was invented in the 1930s
[00:02:43.020 --> 00:02:44.980]   when Social Security came into being.
[00:02:44.980 --> 00:02:47.700]   They picked the age of 65 for retirement.
[00:02:47.700 --> 00:02:50.620]   Life expectancy at that time was 65.
[00:02:50.620 --> 00:02:52.740]   If you made it to 65,
[00:02:52.740 --> 00:02:56.460]   you had about a half a chance of living to 72.
[00:02:56.460 --> 00:02:59.080]   So people did not live very long in retirement.
[00:02:59.080 --> 00:03:01.500]   Most people died before retirement.
[00:03:01.500 --> 00:03:04.140]   And as an emergency room doctor,
[00:03:04.140 --> 00:03:05.420]   I saw a lot of bad things.
[00:03:05.420 --> 00:03:07.020]   You know, people die before their time
[00:03:07.020 --> 00:03:10.720]   or have just these horrible events or illnesses happen
[00:03:10.720 --> 00:03:13.660]   that forever change their trajectory of life.
[00:03:13.660 --> 00:03:16.460]   And I just think we're so messed up in this country
[00:03:16.460 --> 00:03:20.420]   about how hard we work for this end game of retirement
[00:03:20.420 --> 00:03:22.840]   when we need to enjoy life along the way.
[00:03:22.840 --> 00:03:25.700]   And so in our practice, the number one question,
[00:03:25.700 --> 00:03:28.060]   I have a whole talk I do around this at conferences,
[00:03:28.060 --> 00:03:30.100]   it's called Are You Happy Now?
[00:03:30.100 --> 00:03:33.020]   And so the number one thing we do with clients
[00:03:33.020 --> 00:03:35.680]   is are you happy now, and if not, why?
[00:03:35.680 --> 00:03:38.220]   Kills me when I get somebody who's like 50
[00:03:38.220 --> 00:03:41.100]   and they say, "I hate my job, I wanna quit at 55."
[00:03:41.100 --> 00:03:42.940]   Well, that's the wrong goal, you know,
[00:03:42.940 --> 00:03:45.660]   'cause work gives a sense of purpose.
[00:03:45.660 --> 00:03:48.500]   You're not meant to live on your money for 30 years
[00:03:48.500 --> 00:03:52.220]   without, and give up your safest asset,
[00:03:52.220 --> 00:03:54.100]   both psychologically and financially,
[00:03:54.100 --> 00:03:55.260]   and that's your human capital,
[00:03:55.260 --> 00:03:57.720]   your ability to contribute to society.
[00:03:57.720 --> 00:04:00.720]   So we focus on trying to get people to work less
[00:04:00.720 --> 00:04:04.740]   when they're young and enjoy life more along the way
[00:04:04.740 --> 00:04:06.460]   and plan on working longer
[00:04:06.460 --> 00:04:09.560]   so you have that psychological and financial safety,
[00:04:09.560 --> 00:04:12.640]   but plus it also helps reduce your risk of dementia
[00:04:12.640 --> 00:04:16.100]   and cognitive decline as you age.
[00:04:16.100 --> 00:04:18.380]   - I just wanna follow up on that,
[00:04:18.380 --> 00:04:20.020]   and so it's funny that you're saying
[00:04:20.020 --> 00:04:21.420]   we talk too much about retirement,
[00:04:21.420 --> 00:04:23.080]   I just finished a book on retirement.
[00:04:23.080 --> 00:04:25.580]   (laughing)
[00:04:25.580 --> 00:04:27.100]   But I could not agree more.
[00:04:27.100 --> 00:04:29.860]   In fact, in the book, Laura Karstensen,
[00:04:29.860 --> 00:04:31.780]   who's a researcher at Stanford,
[00:04:31.780 --> 00:04:34.100]   says something that really sticks with me.
[00:04:34.100 --> 00:04:37.180]   She says, "Work is good for us,
[00:04:37.180 --> 00:04:39.820]   "the way we work is all wrong."
[00:04:39.840 --> 00:04:42.880]   That people are just crawling to the finish line,
[00:04:42.880 --> 00:04:44.880]   completely burned out.
[00:04:44.880 --> 00:04:48.640]   We know some people die right after they retire,
[00:04:48.640 --> 00:04:52.680]   and so I could not echo Carolyn's sentiment more
[00:04:52.680 --> 00:04:55.480]   that being thoughtful about what you want
[00:04:55.480 --> 00:04:57.400]   from your work life,
[00:04:57.400 --> 00:05:00.000]   picking up on Jordan Gromit's idea
[00:05:00.000 --> 00:05:05.000]   of creating addition by subtraction.
[00:05:05.000 --> 00:05:09.080]   Take note of your calendar as you go through your weeks
[00:05:09.080 --> 00:05:10.440]   if you're still working.
[00:05:10.440 --> 00:05:12.520]   If you look ahead and you see,
[00:05:12.520 --> 00:05:15.280]   okay, oh God, yeah, that day.
[00:05:15.280 --> 00:05:17.240]   Those things that fill you with dread.
[00:05:17.240 --> 00:05:19.400]   If you're in good standing with your employer,
[00:05:19.400 --> 00:05:24.400]   see if you can't find your way to do less of those things.
[00:05:24.400 --> 00:05:29.120]   So for me, it was managing people, it was meetings.
[00:05:29.120 --> 00:05:32.640]   Those were things kind of in my stop doing list,
[00:05:32.640 --> 00:05:35.620]   and I wanted to do more writing on my own,
[00:05:35.620 --> 00:05:37.980]   I wanted to work on a book.
[00:05:37.980 --> 00:05:41.840]   And so just be really thoughtful about observing
[00:05:41.840 --> 00:05:43.480]   what's working for you about work.
[00:05:43.480 --> 00:05:44.520]   Maybe nothing is,
[00:05:44.520 --> 00:05:46.440]   and you need to do something completely different,
[00:05:46.440 --> 00:05:48.440]   but maybe there are some kernels there,
[00:05:48.440 --> 00:05:51.560]   and try to see if you can't bring them forward
[00:05:51.560 --> 00:05:52.920]   in your work life.
[00:05:52.920 --> 00:05:56.160]   Try to find better balance, certainly,
[00:05:56.160 --> 00:05:58.480]   to just make sure that you are enjoying work
[00:05:58.480 --> 00:05:59.560]   as you're going along.
[00:05:59.560 --> 00:06:01.840]   - Yeah, I agree.
[00:06:01.840 --> 00:06:04.700]   I call myself a part-time self-employed.
[00:06:04.700 --> 00:06:07.100]   So to me, that's a very good arrangement.
[00:06:07.100 --> 00:06:09.200]   I work on what I want to work on.
[00:06:09.200 --> 00:06:10.960]   I control my own hours.
[00:06:10.960 --> 00:06:13.480]   So then that's a good transition
[00:06:13.480 --> 00:06:18.480]   versus working full-time 100%, and then retire 100%.
[00:06:18.480 --> 00:06:22.000]   - And I know, Harry, you have said,
[00:06:22.000 --> 00:06:25.360]   you've written about priorities also.
[00:06:25.360 --> 00:06:29.160]   And one of the things, this is a crowd of people,
[00:06:29.160 --> 00:06:32.600]   many of whom are very into investing,
[00:06:32.600 --> 00:06:36.160]   put a lot of energy into personal finance.
[00:06:36.160 --> 00:06:38.980]   You've suggested maybe we don't have to be
[00:06:38.980 --> 00:06:43.420]   quite so obsessive about that, as Paula would say, right?
[00:06:43.420 --> 00:06:48.320]   - Yes, I'm very big on reducing stress and anxiety,
[00:06:48.320 --> 00:06:51.780]   maybe just because I'm naturally an anxious person.
[00:06:51.780 --> 00:06:54.980]   So also, news media tend to sell
[00:06:54.980 --> 00:06:58.480]   on fear of making mistakes, making you anxious,
[00:06:58.480 --> 00:07:00.780]   create the impression that there are landmines
[00:07:00.780 --> 00:07:02.020]   left and right everywhere,
[00:07:02.020 --> 00:07:03.680]   that you're gonna make a mistake.
[00:07:03.680 --> 00:07:08.020]   So if you feel anxious and overwhelmed,
[00:07:08.020 --> 00:07:10.460]   I would suggest that you take a step back
[00:07:10.460 --> 00:07:12.540]   and evaluate where you are.
[00:07:12.540 --> 00:07:16.220]   Are you on solid ground, you're 90% there,
[00:07:16.220 --> 00:07:20.540]   or are you fighting between failure and success?
[00:07:20.540 --> 00:07:22.580]   The financial planning moves tend to be
[00:07:22.580 --> 00:07:24.260]   on the side of improving things.
[00:07:24.260 --> 00:07:27.720]   They make good things, good situation better.
[00:07:27.720 --> 00:07:30.680]   I was in Mike's presentation yesterday,
[00:07:30.680 --> 00:07:34.000]   so he pointed out that Roth conversions
[00:07:34.000 --> 00:07:38.140]   increase your bequest to your heirs,
[00:07:38.140 --> 00:07:40.940]   but they don't raise your financial security.
[00:07:40.940 --> 00:07:44.060]   So if you're already 90% there,
[00:07:44.060 --> 00:07:45.900]   you're all for improving, that's great,
[00:07:45.900 --> 00:07:47.700]   that's all we're here for.
[00:07:47.700 --> 00:07:50.580]   But if you make your plan contingent
[00:07:50.580 --> 00:07:53.100]   on making all the expert moves
[00:07:53.100 --> 00:07:58.100]   on knowing how much international small cap value
[00:07:58.100 --> 00:08:01.460]   or real estate or Bitcoin in your portfolio,
[00:08:01.460 --> 00:08:04.260]   claiming social security at the right age,
[00:08:04.260 --> 00:08:08.440]   having the right order of withdrawals from your accounts,
[00:08:08.440 --> 00:08:12.180]   having the well-calibrated Roth convergence,
[00:08:12.180 --> 00:08:14.460]   I would say that's probably not a good plan
[00:08:14.460 --> 00:08:17.180]   because those are too fragile.
[00:08:17.180 --> 00:08:20.740]   They count on everything has to line up perfectly
[00:08:20.740 --> 00:08:22.200]   for you to succeed.
[00:08:22.200 --> 00:08:26.460]   I'd rather see a plan that's naively counting
[00:08:26.460 --> 00:08:30.020]   on a target date fund, claiming social security
[00:08:30.020 --> 00:08:32.540]   at the full retirement age,
[00:08:32.540 --> 00:08:34.980]   withdrawing from my accounts proportionally
[00:08:34.980 --> 00:08:37.180]   and not doing any Roth conversion.
[00:08:37.180 --> 00:08:39.900]   If my plan is successful
[00:08:39.900 --> 00:08:43.140]   based on those seemingly sub-optimal moves,
[00:08:43.140 --> 00:08:45.840]   then I know I'm good no matter what.
[00:08:45.840 --> 00:08:48.500]   Then I can pick and choose at my own leisure
[00:08:48.500 --> 00:08:51.500]   out here and there, learn things.
[00:08:51.500 --> 00:08:53.680]   Everything can only improve from here.
[00:08:53.680 --> 00:08:56.840]   So then I'm less conscious, I'm more confident.
[00:08:56.840 --> 00:09:00.740]   - And Harry, you had said about simplifying.
[00:09:00.740 --> 00:09:05.080]   Give us a couple of examples of things at the margin
[00:09:05.080 --> 00:09:08.240]   that I could let go of and not feel
[00:09:08.240 --> 00:09:11.140]   like I absolutely have to optimize.
[00:09:11.140 --> 00:09:13.260]   - Sure, I did a presentation
[00:09:13.260 --> 00:09:17.140]   for Sacramento San Jose chapters in June.
[00:09:17.140 --> 00:09:20.740]   So I did lots of simplifications move here.
[00:09:20.740 --> 00:09:25.500]   So for myself, I use one bank account for everything.
[00:09:25.500 --> 00:09:28.440]   So checking and saving all in one pot.
[00:09:28.440 --> 00:09:31.920]   So I don't move money across different accounts.
[00:09:31.920 --> 00:09:34.720]   I use one credit card for all my purchases.
[00:09:34.720 --> 00:09:37.800]   I don't use one card for this, another card for that.
[00:09:37.800 --> 00:09:43.840]   I use one broker for 95% of all my investments
[00:09:43.840 --> 00:09:47.960]   between Vanguard, Fidelity, Schwab, pick one.
[00:09:47.960 --> 00:09:49.840]   They're all pretty much the same.
[00:09:50.760 --> 00:09:55.320]   For as much as I love iBonds, I sold a lot of my iBonds.
[00:09:55.320 --> 00:09:57.840]   I just use a TIPS fund.
[00:09:57.840 --> 00:09:59.280]   I wrote a book on TIPS.
[00:09:59.280 --> 00:10:01.800]   I know how a TIPS ladder works.
[00:10:01.800 --> 00:10:04.360]   I know the difference between a fund and a ladder,
[00:10:04.360 --> 00:10:07.000]   but I just use a fund, so.
[00:10:07.000 --> 00:10:08.880]   - Yeah, I wanna add to that just real quick.
[00:10:08.880 --> 00:10:12.340]   You're gonna be great to work with as you age
[00:10:12.340 --> 00:10:14.980]   and get cognitive decline.
[00:10:14.980 --> 00:10:19.240]   So simplicity is so important, right?
[00:10:19.240 --> 00:10:22.560]   Is so important for when you can no longer do it
[00:10:22.560 --> 00:10:24.480]   for people to be able to take over for you.
[00:10:24.480 --> 00:10:25.840]   So that's beautiful.
[00:10:25.840 --> 00:10:32.120]   - And I know, Carolyn, you talk also about resiliency.
[00:10:32.120 --> 00:10:35.120]   So what do you mean by that when you say
[00:10:35.120 --> 00:10:37.760]   that that's a focus that you work on with clients?
[00:10:37.760 --> 00:10:38.760]   What does that mean?
[00:10:38.760 --> 00:10:43.080]   - So to me, you can never predict what's going to happen.
[00:10:43.080 --> 00:10:46.480]   And I talk about complex adaptive system science,
[00:10:46.480 --> 00:10:50.160]   and that's basically we don't know what we don't know.
[00:10:50.160 --> 00:10:53.600]   And our goal in our practice is not for people
[00:10:53.600 --> 00:10:56.840]   to have this end game of a certain amount of money
[00:10:56.840 --> 00:10:57.780]   at a certain time.
[00:10:57.780 --> 00:11:01.000]   It's to make sure that they have enough savings,
[00:11:01.000 --> 00:11:04.040]   emergency funds, and that they're saving enough
[00:11:04.040 --> 00:11:06.720]   for the future that no matter what life throws them,
[00:11:06.720 --> 00:11:09.360]   they're gonna be resilient and ready for that.
[00:11:09.360 --> 00:11:13.160]   And that's, you look at the studies on regret,
[00:11:13.160 --> 00:11:16.160]   and our number, the other thing we try to get people to do
[00:11:16.160 --> 00:11:18.720]   is is there anything, if you didn't do it,
[00:11:18.720 --> 00:11:19.880]   you'd have regret?
[00:11:19.880 --> 00:11:24.720]   And so when people have less regret
[00:11:24.720 --> 00:11:26.900]   and something bad happens,
[00:11:26.900 --> 00:11:29.200]   they're actually more resilient
[00:11:29.200 --> 00:11:33.240]   and able to weather that bad thing happening more easily.
[00:11:33.240 --> 00:11:38.240]   So focusing on gratitude builds resiliency.
[00:11:38.240 --> 00:11:41.880]   Focusing on relationships build resiliency.
[00:11:41.880 --> 00:11:43.760]   So it's more than just money.
[00:11:43.760 --> 00:11:46.940]   It's making certain you're living fully in the moment
[00:11:46.940 --> 00:11:49.200]   so when the world falls apart
[00:11:49.200 --> 00:11:50.800]   that you're gonna have less regret
[00:11:50.800 --> 00:11:53.040]   and be better able to weather it.
[00:11:53.040 --> 00:11:54.720]   And one thing I always say to people,
[00:11:54.720 --> 00:11:57.920]   and you talked about anxiety.
[00:11:57.920 --> 00:12:01.680]   For me, I always ask myself when something bad has happened,
[00:12:01.680 --> 00:12:04.160]   she's heard me say this before and people gross out,
[00:12:04.160 --> 00:12:05.880]   will I be able to wipe my butt?
[00:12:05.880 --> 00:12:09.800]   Because if you can wipe your butt,
[00:12:09.800 --> 00:12:13.000]   it means your brain works, your hands work,
[00:12:13.000 --> 00:12:14.760]   and that you're gonna get through this.
[00:12:14.760 --> 00:12:18.200]   So just step back and think, is this really the worst case?
[00:12:18.200 --> 00:12:19.560]   And most of the time it's not.
[00:12:19.560 --> 00:12:21.400]   And when you can recognize that,
[00:12:21.400 --> 00:12:23.040]   it lets you be able to weather
[00:12:23.040 --> 00:12:25.720]   whatever's happening a little bit better.
[00:12:25.720 --> 00:12:29.760]   - Related to being able to weather tough times,
[00:12:29.760 --> 00:12:33.640]   what are some of the financial things
[00:12:33.640 --> 00:12:36.240]   that bogal heads should be doing
[00:12:36.240 --> 00:12:38.960]   that maybe they aren't doing?
[00:12:38.960 --> 00:12:40.760]   Do you wanna address that, John?
[00:12:40.760 --> 00:12:43.720]   - Yeah, I really like what Harry is doing
[00:12:43.720 --> 00:12:45.080]   in simplifying his finances,
[00:12:45.080 --> 00:12:49.280]   because I think one thing that folks often ignore
[00:12:49.280 --> 00:12:52.080]   when choosing the more complicated approach,
[00:12:52.080 --> 00:12:54.760]   having multiple accounts to get a signup bonus
[00:12:54.760 --> 00:12:56.440]   or chasing the highest yield,
[00:12:56.440 --> 00:12:59.240]   is that assuming there's no downside to that strategy.
[00:12:59.240 --> 00:13:01.860]   And there is a downside, it's complexity.
[00:13:01.860 --> 00:13:05.240]   And if you don't do what you need to do right,
[00:13:05.240 --> 00:13:07.560]   then you might just shoot yourself in the foot
[00:13:07.560 --> 00:13:09.560]   and not get the benefit of all that complexity
[00:13:09.560 --> 00:13:10.760]   in the first place.
[00:13:10.760 --> 00:13:14.480]   And then to speak to the theme of Paula Pant,
[00:13:14.480 --> 00:13:17.000]   yes, you can afford anything but not everything.
[00:13:17.000 --> 00:13:20.200]   So if you're using your energy to chase the highest yield
[00:13:20.200 --> 00:13:22.520]   on a savings account or a CD,
[00:13:22.520 --> 00:13:24.860]   that means you're not doing something else.
[00:13:24.860 --> 00:13:27.440]   Human energy, time, attention is limited.
[00:13:27.440 --> 00:13:29.920]   So you can only do a few things well.
[00:13:29.920 --> 00:13:31.800]   Are you gonna do it to chase the highest yield
[00:13:31.800 --> 00:13:33.160]   or are you gonna do it to make sure
[00:13:33.160 --> 00:13:34.960]   your estate planning is done?
[00:13:34.960 --> 00:13:37.600]   A lot of time folks come to me when working with me
[00:13:37.600 --> 00:13:40.640]   and they wanna talk about how to manage taxes
[00:13:40.640 --> 00:13:43.380]   when selling their concentrated Apple stock position.
[00:13:43.380 --> 00:13:46.360]   And I understand that can be an important point to them,
[00:13:46.360 --> 00:13:49.120]   but that can be so largely irrelevant
[00:13:49.120 --> 00:13:51.680]   if they haven't done something like their estate planning,
[00:13:51.680 --> 00:13:54.160]   have enough umbrella insurance, for example.
[00:13:54.160 --> 00:13:57.800]   So yes, we love investing, it's so sexy and interesting,
[00:13:57.800 --> 00:14:00.640]   and we hate taxes and we wanna manage those,
[00:14:00.640 --> 00:14:03.720]   but often they're not always the most important thing
[00:14:03.720 --> 00:14:05.160]   that we can be thinking about.
[00:14:05.160 --> 00:14:07.040]   - Right, so this goes to what Paula was saying
[00:14:07.040 --> 00:14:09.640]   about the areas we may be avoidant of,
[00:14:09.640 --> 00:14:12.680]   and sometimes they are emotionally difficult too.
[00:14:12.680 --> 00:14:14.720]   Some of the things you have to wrestle with
[00:14:14.720 --> 00:14:17.440]   in making your estate planning documents,
[00:14:17.440 --> 00:14:20.840]   all the dire scenarios you have to talk about
[00:14:20.840 --> 00:14:22.780]   and things you have to think about.
[00:14:22.780 --> 00:14:25.420]   - Yeah, just one thing to add.
[00:14:25.420 --> 00:14:30.640]   Financial planning is a broad field,
[00:14:30.640 --> 00:14:33.160]   but on Bogleheads we spend 95% of the time
[00:14:33.160 --> 00:14:35.400]   talking about investing, which is one piece of it,
[00:14:35.400 --> 00:14:37.880]   and the other 5% is taxes.
[00:14:37.880 --> 00:14:39.400]   That's what we talk about.
[00:14:39.400 --> 00:14:41.760]   We spend almost no time talking about estate planning
[00:14:41.760 --> 00:14:44.960]   or insurance, even though those are so critical,
[00:14:44.960 --> 00:14:46.040]   and that happens all the time.
[00:14:46.040 --> 00:14:49.180]   People come to me and they wanna do this deep dive
[00:14:49.180 --> 00:14:52.520]   on Roth conversions, and it's, well, we can do that,
[00:14:52.520 --> 00:14:56.260]   but there's six other things that are such high priority,
[00:14:56.260 --> 00:14:58.840]   and you don't have these boxes checked off yet.
[00:14:58.840 --> 00:15:01.700]   And basic estate planning documents,
[00:15:01.700 --> 00:15:03.240]   you don't have disability insurance,
[00:15:03.280 --> 00:15:05.820]   but you're still definitely not financially independent.
[00:15:05.820 --> 00:15:08.480]   I mean, whatever it is, there's so much more
[00:15:08.480 --> 00:15:11.760]   to financial planning than your asset allocation,
[00:15:11.760 --> 00:15:15.020]   and on Bogleheads we just spend so much time
[00:15:15.020 --> 00:15:17.760]   talking about just a few things.
[00:15:17.760 --> 00:15:19.480]   - I couldn't agree more, Mike,
[00:15:19.480 --> 00:15:21.620]   and I have this conversation all the time
[00:15:21.620 --> 00:15:25.720]   with individuals who say, I need a financial advisor,
[00:15:25.720 --> 00:15:28.120]   and so I'll listen to them and I'll be like,
[00:15:28.120 --> 00:15:31.000]   kinda sounds like you need a financial planner,
[00:15:31.000 --> 00:15:33.360]   especially when I'm moving in Boglehead circles.
[00:15:33.360 --> 00:15:36.640]   And I have to say it's kind of a tough sell
[00:15:36.640 --> 00:15:40.640]   about why, they're so focused on the investment piece,
[00:15:40.640 --> 00:15:44.360]   they have questions there, and they really underrate
[00:15:44.360 --> 00:15:45.880]   the financial planning piece.
[00:15:45.880 --> 00:15:48.880]   So I would say, if you go into it, my guess is,
[00:15:48.880 --> 00:15:51.960]   many of you probably need financial planning
[00:15:51.960 --> 00:15:54.520]   more than you need investment advice.
[00:15:54.520 --> 00:15:58.600]   You may need both, and sort of the counter to that is,
[00:15:58.600 --> 00:16:02.400]   if you're meeting advisors and their main selling point
[00:16:02.400 --> 00:16:05.240]   is I'm gonna do this, this, and this for your portfolio,
[00:16:05.240 --> 00:16:08.320]   and they're not talking about financial planning,
[00:16:08.320 --> 00:16:11.560]   they're serving you in a very limited way,
[00:16:11.560 --> 00:16:15.160]   and many advisors still style themselves in this fashion.
[00:16:15.160 --> 00:16:17.680]   And if they're charging you a very low fee
[00:16:17.680 --> 00:16:21.040]   to do that investment piece, that's one thing,
[00:16:21.040 --> 00:16:24.520]   but many of them are charging the full 1% AUM
[00:16:24.520 --> 00:16:27.120]   for something that looks to me an awful lot
[00:16:27.120 --> 00:16:29.920]   like just sort of investment management,
[00:16:29.920 --> 00:16:32.280]   and they're ignoring the financial planning piece,
[00:16:32.280 --> 00:16:34.960]   or might be doing a few things around the margins.
[00:16:34.960 --> 00:16:37.040]   So I just find there's a mismatch
[00:16:37.040 --> 00:16:39.480]   in terms of what people think they need,
[00:16:39.480 --> 00:16:41.240]   and what I believe they need,
[00:16:41.240 --> 00:16:43.160]   and I think they need more financial planning.
[00:16:43.160 --> 00:16:44.960]   - And the one thing I wanna really add,
[00:16:44.960 --> 00:16:49.120]   to me the most important question you have to ask yourself
[00:16:49.120 --> 00:16:51.880]   is what is the goal of your money?
[00:16:51.880 --> 00:16:55.600]   The money is the tool, it should not be the object.
[00:16:55.600 --> 00:16:58.360]   And I've talked, I have loved this conference,
[00:16:58.360 --> 00:17:00.480]   and so many of you have come up and talked to me,
[00:17:00.480 --> 00:17:02.320]   and I can tell you most of you
[00:17:02.320 --> 00:17:05.040]   don't really know the goal for your money.
[00:17:05.040 --> 00:17:09.200]   And when you understand what you need, why you need it,
[00:17:09.200 --> 00:17:12.280]   then it makes it much easier to create a financial plan
[00:17:12.280 --> 00:17:14.160]   that actually serves you well
[00:17:14.160 --> 00:17:15.840]   to create a great life for yourself,
[00:17:15.840 --> 00:17:17.800]   'cause that's what you're trying to do.
[00:17:17.800 --> 00:17:22.440]   - Yeah, just echoing one thing Christine said
[00:17:22.440 --> 00:17:25.600]   about financial planning versus investment management.
[00:17:25.600 --> 00:17:29.560]   Literally, I checked in on the forum Thursday night,
[00:17:29.560 --> 00:17:34.440]   very recently, and there was a post discussing John,
[00:17:34.440 --> 00:17:36.320]   actually, discussing John and Rick,
[00:17:36.320 --> 00:17:39.280]   and someone said, "Well, I just don't see
[00:17:39.280 --> 00:17:42.080]   "how John could possibly do anything better
[00:17:42.080 --> 00:17:44.400]   "and beat a Vanguard balance index fund,
[00:17:44.400 --> 00:17:46.040]   "and how that would be worth the fees."
[00:17:46.040 --> 00:17:49.200]   And it's like, you're exactly missing the point.
[00:17:49.200 --> 00:17:51.640]   The fact that you think that that is
[00:17:51.640 --> 00:17:53.080]   what a financial planner does,
[00:17:53.080 --> 00:17:56.200]   is try to beat a Vanguard balance fund,
[00:17:56.200 --> 00:17:58.400]   tells me that there's almost for sure
[00:17:58.400 --> 00:18:00.080]   some things in your financial planning picture
[00:18:00.080 --> 00:18:01.200]   that you're not looking at,
[00:18:01.200 --> 00:18:03.400]   and that you actually would benefit
[00:18:03.400 --> 00:18:05.720]   from working with John or somebody else.
[00:18:05.720 --> 00:18:09.680]   - I think we'll shift to retirement a little bit.
[00:18:09.680 --> 00:18:11.480]   So I will say I am partway through
[00:18:11.480 --> 00:18:13.000]   Christine's wonderful book.
[00:18:13.000 --> 00:18:16.560]   I am reading it just as Jonathan Clements says
[00:18:16.560 --> 00:18:18.360]   in the introduction, with a pen.
[00:18:18.360 --> 00:18:20.400]   I am underlying quite a lot.
[00:18:21.440 --> 00:18:24.160]   So Christine, I want to ask you to share with us
[00:18:24.160 --> 00:18:27.160]   some of the lessons in the book,
[00:18:27.160 --> 00:18:29.760]   either things that resonate with you personally,
[00:18:29.760 --> 00:18:32.920]   or lessons you think don't get enough attention.
[00:18:32.920 --> 00:18:35.400]   - Yeah, thanks, Karen.
[00:18:35.400 --> 00:18:37.600]   So the book, people may be surprised,
[00:18:37.600 --> 00:18:40.360]   is not all financial.
[00:18:40.360 --> 00:18:44.720]   It's about half or maybe more non-financial.
[00:18:44.720 --> 00:18:49.720]   So it's a lot about having a vision for retirement,
[00:18:49.960 --> 00:18:52.080]   picking up on Jordan Grumet,
[00:18:52.080 --> 00:18:54.960]   the idea of having purpose,
[00:18:54.960 --> 00:18:57.240]   if you got purpose through work,
[00:18:57.240 --> 00:19:00.040]   just making sure that you're having something else
[00:19:00.040 --> 00:19:03.520]   that gives you purpose when and if you retire from work.
[00:19:03.520 --> 00:19:08.000]   The book, I should explain for people who don't know,
[00:19:08.000 --> 00:19:09.880]   each chapter is an interview
[00:19:09.880 --> 00:19:13.160]   about how to do some aspect of retirement planning.
[00:19:13.160 --> 00:19:16.040]   And the contributors are well-represented
